,questionFrontendId,title,difficulty,likes,dislikes,similarQuestions
223,224,Basic Calculator,Hard,2602,233,"[{""title"": ""Evaluate Reverse Polish Notation"", ""titleSlug"": ""evaluate-reverse-polish-notation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Basic Calculator II"", ""titleSlug"": ""basic-calculator-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Different Ways to Add Parentheses"", ""titleSlug"": ""different-ways-to-add-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Basic Calculator III"", ""titleSlug"": ""basic-calculator-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
686,687,Longest Univalue Path,Medium,2597,580,"[{""title"": ""Binary Tree Maximum Path Sum"", ""titleSlug"": ""binary-tree-maximum-path-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Univalue Subtrees"", ""titleSlug"": ""count-univalue-subtrees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Path Sum III"", ""titleSlug"": ""path-sum-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
434,435,Non-overlapping Intervals,Medium,2592,73,"[{""title"": ""Minimum Number of Arrows to Burst Balloons"", ""titleSlug"": ""minimum-number-of-arrows-to-burst-balloons"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
796,797,All Paths From Source to Target,Medium,2583,103,"[{""title"": ""Number of Ways to Arrive at Destination"", ""titleSlug"": ""number-of-ways-to-arrive-at-destination"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
131,132,Palindrome Partitioning II,Hard,2568,69,"[{""title"": ""Palindrome Partitioning"", ""titleSlug"": ""palindrome-partitioning"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Palindrome Partitioning IV"", ""titleSlug"": ""palindrome-partitioning-iv"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
416,417,Pacific Atlantic Water Flow,Medium,2568,631,[]
855,856,Score of Parentheses,Medium,2564,77,[]
1129,1130,Minimum Cost Tree From Leaf Values,Medium,2504,183,[]
106,107,Binary Tree Level Order Traversal II,Medium,2486,260,"[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Average of Levels in Binary Tree"", ""titleSlug"": ""average-of-levels-in-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
732,733,Flood Fill,Easy,2476,269,"[{""title"": ""Island Perimeter"", ""titleSlug"": ""island-perimeter"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1276,1277,Count Square Submatrices with All Ones,Medium,2456,39,[]
353,354,Russian Doll Envelopes,Hard,2452,63,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""The Number of Weak Characters in the Game"", ""titleSlug"": ""the-number-of-weak-characters-in-the-game"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
114,115,Distinct Subsequences,Hard,2443,104,"[{""title"": ""Number of Unique Good Subsequences"", ""titleSlug"": ""number-of-unique-good-subsequences"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
420,421,Maximum XOR of Two Numbers in an Array,Medium,2437,231,"[{""title"": ""Maximum XOR With an Element From Array"", ""titleSlug"": ""maximum-xor-with-an-element-from-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
651,652,Find Duplicate Subtrees,Medium,2431,261,"[{""title"": ""Serialize and Deserialize Binary Tree"", ""titleSlug"": ""serialize-and-deserialize-binary-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Serialize and Deserialize BST"", ""titleSlug"": ""serialize-and-deserialize-bst"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Construct String from Binary Tree"", ""titleSlug"": ""construct-string-from-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Delete Duplicate Folders in System"", ""titleSlug"": ""delete-duplicate-folders-in-system"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
459,460,LFU Cache,Hard,2404,167,"[{""title"": ""LRU Cache"", ""titleSlug"": ""lru-cache"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Design In-Memory File System"", ""titleSlug"": ""design-in-memory-file-system"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1047,1048,Longest String Chain,Medium,2397,121,[]
906,907,Sum of Subarray Minimums,Medium,2394,141,[]
783,784,Letter Case Permutation,Medium,2393,129,"[{""title"": ""Subsets"", ""titleSlug"": ""subsets"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Brace Expansion"", ""titleSlug"": ""brace-expansion"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
460,461,Hamming Distance,Easy,2393,182,"[{""title"": ""Number of 1 Bits"", ""titleSlug"": ""number-of-1-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Total Hamming Distance"", ""titleSlug"": ""total-hamming-distance"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1007,1008,Construct Binary Search Tree from Preorder Traversal,Medium,2371,52,[]
734,735,Asteroid Collision,Medium,2367,190,"[{""title"": ""Can Place Flowers"", ""titleSlug"": ""can-place-flowers"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
453,454,4Sum II,Medium,2355,87,"[{""title"": ""4Sum"", ""titleSlug"": ""4sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
372,373,Find K Pairs with Smallest Sums,Medium,2339,147,"[{""title"": ""Kth Smallest Element in a Sorted Matrix"", ""titleSlug"": ""kth-smallest-element-in-a-sorted-matrix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find K-th Smallest Pair Distance"", ""titleSlug"": ""find-k-th-smallest-pair-distance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
636,637,Average of Levels in Binary Tree,Easy,2331,212,"[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Tree Level Order Traversal II"", ""titleSlug"": ""binary-tree-level-order-traversal-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
485,486,Predict the Winner,Medium,2308,125,"[{""title"": ""Can I Win"", ""titleSlug"": ""can-i-win"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
414,415,Add Strings,Easy,2282,442,"[{""title"": ""Add Two Numbers"", ""titleSlug"": ""add-two-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Multiply Strings"", ""titleSlug"": ""multiply-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Add to Array-Form of Integer"", ""titleSlug"": ""add-to-array-form-of-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
306,307,Range Sum Query - Mutable,Medium,2281,125,"[{""title"": ""Range Sum Query - Immutable"", ""titleSlug"": ""range-sum-query-immutable"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Range Sum Query 2D - Mutable"", ""titleSlug"": ""range-sum-query-2d-mutable"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
335,336,Palindrome Pairs,Hard,2264,204,"[{""title"": ""Longest Palindromic Substring"", ""titleSlug"": ""longest-palindromic-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Palindrome"", ""titleSlug"": ""shortest-palindrome"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
840,841,Keys and Rooms,Medium,2248,151,"[{""title"": ""Graph Valid Tree"", ""titleSlug"": ""graph-valid-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
473,474,Ones and Zeroes,Medium,2239,307,"[{""title"": ""Non-negative Integers without Consecutive Ones"", ""titleSlug"": ""non-negative-integers-without-consecutive-ones"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
448,449,Serialize and Deserialize BST,Medium,2232,107,"[{""title"": ""Serialize and Deserialize Binary Tree"", ""titleSlug"": ""serialize-and-deserialize-binary-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find Duplicate Subtrees"", ""titleSlug"": ""find-duplicate-subtrees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Serialize and Deserialize N-ary Tree"", ""titleSlug"": ""serialize-and-deserialize-n-ary-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
216,217,Contains Duplicate,Easy,2227,875,"[{""title"": ""Contains Duplicate II"", ""titleSlug"": ""contains-duplicate-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Contains Duplicate III"", ""titleSlug"": ""contains-duplicate-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
403,404,Sum of Left Leaves,Easy,2225,199,[]
751,752,Open the Lock,Medium,2213,76,[]
79,80,Remove Duplicates from Sorted Array II,Medium,2197,833,"[{""title"": ""Remove Duplicates from Sorted Array"", ""titleSlug"": ""remove-duplicates-from-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
723,724,Find Pivot Index,Easy,2190,336,"[{""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Middle Index in Array"", ""titleSlug"": ""find-the-middle-index-in-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
861,862,Shortest Subarray with Sum at Least K,Hard,2188,52,[]
991,992,Subarrays with K Different Integers,Hard,2184,31,"[{""title"": ""Longest Substring Without Repeating Characters"", ""titleSlug"": ""longest-substring-without-repeating-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Most Two Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-two-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Most K Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-k-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1046,1047,Remove All Adjacent Duplicates In String,Easy,2173,124,"[{""title"": ""Remove All Adjacent Duplicates in String II"", ""titleSlug"": ""remove-all-adjacent-duplicates-in-string-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1234,1235,Maximum Profit in Job Scheduling,Hard,2165,21,[]
367,368,Largest Divisible Subset,Medium,2158,99,[]
1364,1365,How Many Numbers Are Smaller Than the Current Number,Easy,2157,49,"[{""title"": ""Count of Smaller Numbers After Self"", ""titleSlug"": ""count-of-smaller-numbers-after-self"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
289,290,Word Pattern,Easy,2156,247,"[{""title"": ""Isomorphic Strings"", ""titleSlug"": ""isomorphic-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Word Pattern II"", ""titleSlug"": ""word-pattern-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
215,216,Combination Sum III,Medium,2155,68,"[{""title"": ""Combination Sum"", ""titleSlug"": ""combination-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
134,135,Candy,Hard,2151,225,[]
1109,1110,Delete Nodes And Return Forest,Medium,2150,60,[]
406,407,Trapping Rain Water II,Hard,2148,48,"[{""title"": ""Trapping Rain Water"", ""titleSlug"": ""trapping-rain-water"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
231,232,Implement Queue using Stacks,Easy,2143,179,"[{""title"": ""Implement Stack using Queues"", ""titleSlug"": ""implement-stack-using-queues"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
791,792,Number of Matching Subsequences,Medium,2127,120,"[{""title"": ""Is Subsequence"", ""titleSlug"": ""is-subsequence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Shortest Way to Form String"", ""titleSlug"": ""shortest-way-to-form-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
894,895,Maximum Frequency Stack,Hard,2124,39,[]
451,452,Minimum Number of Arrows to Burst Balloons,Medium,2108,74,"[{""title"": ""Meeting Rooms II"", ""titleSlug"": ""meeting-rooms-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Non-overlapping Intervals"", ""titleSlug"": ""non-overlapping-intervals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
189,190,Reverse Bits,Easy,2098,650,"[{""title"": ""Reverse Integer"", ""titleSlug"": ""reverse-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of 1 Bits"", ""titleSlug"": ""number-of-1-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
582,583,Delete Operation for Two Strings,Medium,2097,38,"[{""title"": ""Edit Distance"", ""titleSlug"": ""edit-distance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum ASCII Delete Sum for Two Strings"", ""titleSlug"": ""minimum-ascii-delete-sum-for-two-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Common Subsequence"", ""titleSlug"": ""longest-common-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
149,150,Evaluate Reverse Polish Notation,Medium,2093,557,"[{""title"": ""Basic Calculator"", ""titleSlug"": ""basic-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1422,1423,Maximum Points You Can Obtain from Cards,Medium,2092,90,[]
967,968,Binary Tree Cameras,Hard,2089,30,"[{""title"": ""Distribute Coins in Binary Tree"", ""titleSlug"": ""distribute-coins-in-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
952,953,Verifying an Alien Dictionary,Easy,2088,786,[]
1028,1029,Two City Scheduling,Medium,2067,207,[]
739,740,Delete and Earn,Medium,2063,149,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
649,650,2 Keys Keyboard,Medium,2058,143,"[{""title"": ""4 Keys Keyboard"", ""titleSlug"": ""4-keys-keyboard"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Broken Calculator"", ""titleSlug"": ""broken-calculator"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
92,93,Restore IP Addresses,Medium,2058,599,"[{""title"": ""IP to CIDR"", ""titleSlug"": ""ip-to-cidr"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
904,905,Sort Array By Parity,Easy,2057,101,[]
412,413,Arithmetic Slices,Medium,2053,209,"[{""title"": ""Arithmetic Slices II - Subsequence"", ""titleSlug"": ""arithmetic-slices-ii-subsequence"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Arithmetic Subarrays"", ""titleSlug"": ""arithmetic-subarrays"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
375,376,Wiggle Subsequence,Medium,2034,84,[]
610,611,Valid Triangle Number,Medium,2025,133,"[{""title"": ""3Sum Smaller"", ""titleSlug"": ""3sum-smaller"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
973,974,Subarray Sums Divisible by K,Medium,2025,126,"[{""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Make Sum Divisible by P"", ""titleSlug"": ""make-sum-divisible-by-p"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
945,946,Validate Stack Sequences,Medium,2000,37,[]
303,304,Range Sum Query 2D - Immutable,Medium,1991,228,"[{""title"": ""Range Sum Query - Immutable"", ""titleSlug"": ""range-sum-query-immutable"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Range Sum Query 2D - Mutable"", ""titleSlug"": ""range-sum-query-2d-mutable"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
813,814,Binary Tree Pruning,Medium,1989,63,[]
627,628,Maximum Product of Three Numbers,Easy,1985,477,"[{""title"": ""Maximum Product Subarray"", ""titleSlug"": ""maximum-product-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
342,343,Integer Break,Medium,1973,285,"[{""title"": ""Maximize Number of Nice Divisors"", ""titleSlug"": ""maximize-number-of-nice-divisors"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
874,875,Koko Eating Bananas,Medium,1959,114,"[{""title"": ""Minimize Max Distance to Gas Station"", ""titleSlug"": ""minimize-max-distance-to-gas-station"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
167,168,Excel Sheet Column Title,Easy,1956,340,"[{""title"": ""Excel Sheet Column Number"", ""titleSlug"": ""excel-sheet-column-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
695,696,Count Binary Substrings,Easy,1953,336,"[{""title"": ""Encode and Decode Strings"", ""titleSlug"": ""encode-and-decode-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
170,171,Excel Sheet Column Number,Easy,1952,217,"[{""title"": ""Excel Sheet Column Title"", ""titleSlug"": ""excel-sheet-column-title"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
58,59,Spiral Matrix II,Medium,1947,143,"[{""title"": ""Spiral Matrix"", ""titleSlug"": ""spiral-matrix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Spiral Matrix III"", ""titleSlug"": ""spiral-matrix-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
740,741,Cherry Pickup,Hard,1943,103,"[{""title"": ""Minimum Path Sum"", ""titleSlug"": ""minimum-path-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Dungeon Game"", ""titleSlug"": ""dungeon-game"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
917,918,Maximum Sum Circular Subarray,Medium,1943,82,[]
1208,1209,Remove All Adjacent Duplicates in String II,Medium,1938,40,"[{""title"": ""Remove All Adjacent Duplicates In String"", ""titleSlug"": ""remove-all-adjacent-duplicates-in-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
996,997,Find the Town Judge,Easy,1935,143,"[{""title"": ""Find the Celebrity"", ""titleSlug"": ""find-the-celebrity"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
213,214,Shortest Palindrome,Hard,1916,161,"[{""title"": ""Longest Palindromic Substring"", ""titleSlug"": ""longest-palindromic-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Implement strStr()"", ""titleSlug"": ""implement-strstr"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Palindrome Pairs"", ""titleSlug"": ""palindrome-pairs"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
870,871,Minimum Number of Refueling Stops,Hard,1905,37,[]
492,493,Reverse Pairs,Hard,1897,159,"[{""title"": ""Count of Smaller Numbers After Self"", ""titleSlug"": ""count-of-smaller-numbers-after-self"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count of Range Sum"", ""titleSlug"": ""count-of-range-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
402,403,Frog Jump,Hard,1894,142,"[{""title"": ""Minimum Sideway Jumps"", ""titleSlug"": ""minimum-sideway-jumps"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
833,834,Sum of Distances in Tree,Hard,1892,57,"[{""title"": ""Distribute Coins in Binary Tree"", ""titleSlug"": ""distribute-coins-in-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
153,154,Find Minimum in Rotated Sorted Array II,Hard,1884,293,"[{""title"": ""Find Minimum in Rotated Sorted Array"", ""titleSlug"": ""find-minimum-in-rotated-sorted-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
408,409,Longest Palindrome,Easy,1883,119,"[{""title"": ""Palindrome Permutation"", ""titleSlug"": ""palindrome-permutation"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1037,1038,Binary Search Tree to Greater Sum Tree,Medium,1876,118,[]
281,282,Expression Add Operators,Hard,1874,322,"[{""title"": ""Evaluate Reverse Polish Notation"", ""titleSlug"": ""evaluate-reverse-polish-notation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Basic Calculator"", ""titleSlug"": ""basic-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Basic Calculator II"", ""titleSlug"": ""basic-calculator-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Different Ways to Add Parentheses"", ""titleSlug"": ""different-ways-to-add-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Target Sum"", ""titleSlug"": ""target-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
703,704,Binary Search,Easy,1868,71,"[{""title"": ""Search in a Sorted Array of Unknown Size"", ""titleSlug"": ""search-in-a-sorted-array-of-unknown-size"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
946,947,Most Stones Removed with Same Row or Column,Medium,1867,478,[]
893,894,All Possible Full Binary Trees,Medium,1861,153,[]
700,701,Insert into a Binary Search Tree,Medium,1855,105,"[{""title"": ""Search in a Binary Search Tree"", ""titleSlug"": ""search-in-a-binary-search-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
339,340,Longest Substring with At Most K Distinct Characters,Medium,1843,63,"[{""title"": ""Longest Substring Without Repeating Characters"", ""titleSlug"": ""longest-substring-without-repeating-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Most Two Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-two-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Repeating Character Replacement"", ""titleSlug"": ""longest-repeating-character-replacement"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarrays with K Different Integers"", ""titleSlug"": ""subarrays-with-k-different-integers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones III"", ""titleSlug"": ""max-consecutive-ones-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
992,993,Cousins in Binary Tree,Easy,1837,106,"[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
508,509,Fibonacci Number,Easy,1837,237,"[{""title"": ""Climbing Stairs"", ""titleSlug"": ""climbing-stairs"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Split Array into Fibonacci Sequence"", ""titleSlug"": ""split-array-into-fibonacci-sequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Length of Longest Fibonacci Subsequence"", ""titleSlug"": ""length-of-longest-fibonacci-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""N-th Tribonacci Number"", ""titleSlug"": ""n-th-tribonacci-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
705,706,Design HashMap,Easy,1830,203,"[{""title"": ""Design HashSet"", ""titleSlug"": ""design-hashset"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Design Skiplist"", ""titleSlug"": ""design-skiplist"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
886,887,Super Egg Drop,Hard,1820,110,"[{""title"": ""Egg Drop With 2 Eggs and N Floors"", ""titleSlug"": ""egg-drop-with-2-eggs-and-n-floors"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
285,286,Walls and Gates,Medium,1816,27,"[{""title"": ""Surrounded Regions"", ""titleSlug"": ""surrounded-regions"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Islands"", ""titleSlug"": ""number-of-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Distance from All Buildings"", ""titleSlug"": ""shortest-distance-from-all-buildings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Robot Room Cleaner"", ""titleSlug"": ""robot-room-cleaner"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Rotting Oranges"", ""titleSlug"": ""rotting-oranges"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
900,901,Online Stock Span,Medium,1815,185,"[{""title"": ""Daily Temperatures"", ""titleSlug"": ""daily-temperatures"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
276,277,Find the Celebrity,Medium,1814,180,"[{""title"": ""Find the Town Judge"", ""titleSlug"": ""find-the-town-judge"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
820,821,Shortest Distance to a Character,Easy,1813,112,[]
1479,1480,Running Sum of 1d Array,Easy,1810,156,[]
190,191,Number of 1 Bits,Easy,1810,682,"[{""title"": ""Reverse Bits"", ""titleSlug"": ""reverse-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Power of Two"", ""titleSlug"": ""power-of-two"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Counting Bits"", ""titleSlug"": ""counting-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Binary Watch"", ""titleSlug"": ""binary-watch"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Hamming Distance"", ""titleSlug"": ""hamming-distance"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Binary Number with Alternating Bits"", ""titleSlug"": ""binary-number-with-alternating-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Prime Number of Set Bits in Binary Representation"", ""titleSlug"": ""prime-number-of-set-bits-in-binary-representation"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1301,1302,Deepest Leaves Sum,Medium,1797,66,[]
669,670,Maximum Swap,Medium,1791,101,"[{""title"": ""Create Maximum Number"", ""titleSlug"": ""create-maximum-number"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
658,659,Split Array into Consecutive Subsequences,Medium,1778,508,"[{""title"": ""Top K Frequent Elements"", ""titleSlug"": ""top-k-frequent-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Divide Array in Sets of K Consecutive Numbers"", ""titleSlug"": ""divide-array-in-sets-of-k-consecutive-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
979,980,Unique Paths III,Hard,1774,102,"[{""title"": ""Sudoku Solver"", ""titleSlug"": ""sudoku-solver"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Unique Paths II"", ""titleSlug"": ""unique-paths-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Word Search II"", ""titleSlug"": ""word-search-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
699,700,Search in a Binary Search Tree,Easy,1774,136,"[{""title"": ""Closest Binary Search Tree Value"", ""titleSlug"": ""closest-binary-search-tree-value"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Insert into a Binary Search Tree"", ""titleSlug"": ""insert-into-a-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
933,934,Shortest Bridge,Medium,1767,103,[]
